lat,lon,name
27.485983,94.91542,Dibrugarh
8.079252,77.549934,Kanyakumari
32.728062,74.948848,Katra
12.86981,74.843008,Mangaluru
8.729526,77.685235,Tirunelveli
12.97912,77.5913,Bangalore
8.505891,76.957048,Thiruvananthapuram
31.568179,74.981272,Amritsar


